,"Số 52
Ngõ 173
 Hoàng Hoa Thám",205,Ba Đình,https://drive.google.com/drive/u/0/mobile/folders/1V-i8X7AuXtXdDkUsKu5VIcaMolsF3Ctv/1o5R_0rjtyI1Asu6pd5O1CWdF-NavXW3U/1bw_6LUnkGe9NhRdnKJE0QlBVVfK07niM?sort=13&direction=a,1 Ngủ + 1 Gác,23,"4,800,000 đ",Tặng 500k chuyển vào,Có khách,,Full đồ như ảnh,Bảo Chấn,,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",305,Ba Đình,https://drive.google.com/drive/u/0/mobile/folders/1V-i8X7AuXtXdDkUsKu5VIcaMolsF3Ctv/1o5R_0rjtyI1Asu6pd5O1CWdF-NavXW3U/1bw_6LUnkGe9NhRdnKJE0QlBVVfK07niM?sort=13&direction=a,1 Ngủ + 1 Gác,23,"4,500,000 đ",Tặng 500k chuyển vào,Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",302,Ba Đình,https://drive.google.com/drive/u/0/mobile/folders/1V-i8X7AuXtXdDkUsKu5VIcaMolsF3Ctv/1o5R_0rjtyI1Asu6pd5O1CWdF-NavXW3U/1bw_6LUnkGe9NhRdnKJE0QlBVVfK07niM?sort=13&direction=a,1 Ngủ + 1 Gác,23,"4,500,000 đ",Tặng 500k chuyển vào,Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",402,Ba Đình,https://drive.google.com/drive/u/0/mobile/folders/1V-i8X7AuXtXdDkUsKu5VIcaMolsF3Ctv/1o5R_0rjtyI1Asu6pd5O1CWdF-NavXW3U/1bw_6LUnkGe9NhRdnKJE0QlBVVfK07niM?sort=13&direction=a,1 Ngủ + 1 Gác,24+6 gác,"4,600,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",404,Ba Đình,https://drive.google.com/drive/u/0/folders/1kPdpfHb1irMUvn9mbpPWn3GV1COhWShl?sort=13&direction=a,1 Ngủ + 1 Gác,24+6 gác,"4,500,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",501,Ba Đình,https://drive.google.com/drive/folders/154QQvYAQTLUgZfR-RGAQ0ZsF2ObJt1-j,1 Ngủ + 1 Gác,20+6 gác,"4,500,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 3,nhận xe điện, không người nước ngoài""",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",205,Ba Đình,https://drive.google.com/drive/u/0/folders/1Nx5lsYvAdtx7UjIVhzvPvQHlAesYMzAQ?sort=13&direction=a,1 Ngủ + 1 Gác,22+6 gác,"4,600,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",602,Ba Đình,https://drive.google.com/drive/folders/1ZcFuG2WNMuxoNEX-8rl0_gYX1Zj0ybxv,1 Ngủ + 1 Gác,24+6 gác,"4,500,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",407,Ba Đình,https://drive.google.com/drive/folders/1bwU-Sg8iDe1XYhZ0g4WzaZKjzZ5BdfYF,1 Ngủ + 1 Gác,24+6 gác,"4,600,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",603,Ba Đình,https://drive.google.com/drive/folders/1bw_6LUnkGe9NhRdnKJE0QlBVVfK07niM,1 Ngủ + 1 Gác,24+6 gác,"4,300,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",605,Ba Đình,605,1 Ngủ + 1 Gác,24+6 gác,"4,500,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",có khách,,Full đồ như ảnh,Bảo Chấn,,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",506,Ba Đình,,1 Ngủ + 1 Gác,23,"4,700,000 đ",Tặng 500k chuyển vào,Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
6,"Số 52
Ngõ 173
 Hoàng Hoa Thám",603,Ba Đình,https://drive.google.com/drive/u/0/mobile/folders/1V-i8X7AuXtXdDkUsKu5VIcaMolsF3Ctv/1o5R_0rjtyI1Asu6pd5O1CWdF-NavXW3U/1bw_6LUnkGe9NhRdnKJE0QlBVVfK07niM?sort=13&direction=a,1 Ngủ + 1 Gác,23,"4,500,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",505,Ba Đình,https://drive.google.com/drive/u/0/mobile/folders/1V-i8X7AuXtXdDkUsKu5VIcaMolsF3Ctv/1o5R_0rjtyI1Asu6pd5O1CWdF-NavXW3U/1bw_6LUnkGe9NhRdnKJE0QlBVVfK07niM?sort=13&direction=a,1 Ngủ + 1 Gác,23,"4,800,000 đ",Tặng 1000k chuyển vào,Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",702,Ba Đình,"Hình ảnh,video",1 Ngủ + 1 Gác,23,"4,800,000 đ",Tặng 1000k chuyển vào,Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
1,"Số 52
Ngõ 173
 Hoàng Hoa Thám",702,Ba Đình,"Hình ảnh,video",1 NGỦ+GÁC XÉP,25,"4,600,000 đ",,Có khách,,"Đệm, tủ quần áo , điều hòa, nóng lạnh, tủ lạnh, tủ bếp,bàn ăn hút mùi, bồn rửa bát, sofa, máy giặt ",,,,,,,,,,,,,,,,
7,"Số 52
Ngõ 173
 Hoàng Hoa Thám",204,Ba Đình,"Hình ảnh,video",1 NGỦ+GÁC XÉP,"23 m2
6m gác","4,200,000 đ",,Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
8,"Số 52
Ngõ 173
 Hoàng Hoa Thám",706,Ba Đình,"Hình ảnh,video",1 NGỦ+GÁC XÉP,"28m2
7m gác","5,600,000 đ",,Có khách￼,,Full đồ như ảnh,,,,,,,,,,,,,,,,
,"Số 7 
Ngách 70
Ngõ 29 Khương Hạ",303,Thanh Xuân,https://drive.google.com/drive/u/0/folders/1ie2s-Kbjrcx3B3b1lWESEWOWGE1sfxZU,Phòng Gác xép,"Sàn 26
Gác 8","4,700,000 đ",,Có khách,,"Nệm, tủ quần áo, điều hòa, nóng lạnh, tủ lạnh, tủ bếp, bếp từ, hút mùi, sofa, máy giặt , rèm,giàn phơi",,,,,,,,,,,,,,,,
,"Số 7 
Ngách 70
Ngõ 29 Khương Hạ",403,Thanh Xuân,https://drive.google.com/drive/u/0/folders/1ie2s-Kbjrcx3B3b1lWESEWOWGE1sfxZU,Phòng Gác xép,"Sàn 26
Gác 8","4,700,000 đ",,Có khách,,"Nệm, tủ quần áo, điều hòa, nóng lạnh, tủ lạnh, tủ bếp, bếp từ, hút mùi, sofa, máy giặt , rèm,giàn phơi",T6,,,,,,,,,,,,,,,
3,"Số 7 
Ngách 70
Ngõ 29 Khương Hạ",303,Thanh Xuân,https://drive.google.com/drive/u/0/folders/1ie2s-Kbjrcx3B3b1lWESEWOWGE1sfxZU,Phòng Gác xép,"Sàn 26
Gác 8","5,200,000 đ",Tặng 2tr kí hđ trước 15/05,Có khách￼,,"Nệm, tủ quần áo, điều hòa, nóng lạnh, tủ lạnh, tủ bếp, bếp từ, hút mùi, sofa, máy giặt , rèm,giàn phơi",,,,,,,,,,,,,,,,
,"Số 7 
Ngách 70
Ngõ 29 Khương Hạ",503,Thanh Xuân,https://drive.google.com/drive/u/0/folders/1ie2s-Kbjrcx3B3b1lWESEWOWGE1sfxZU,Phòng Gác xép,"Sàn 26
Gác 8","5,200,000 đ",Tặng 2tr kí hđ trước 30/4,Có khách,,"Nệm, tủ quần áo, điều hòa, nóng lạnh, tủ lạnh, tủ bếp, bếp từ, hút mùi, sofa, máy giặt , rèm,giàn phơi",,,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",403,Hoàng Mai,https://drive.google.com/drive/folders/12L9orUrlOJRcVPJpSkSIUKZzAhPq19yP,1 NGỦ+GÁC XÉP,22+6 gác,"4,300,000 đ","Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, 
thang máy, rác 200.000/phòng",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",503,Hoàng Mai,https://drive.google.com/drive/folders/12L9orUrlOJRcVPJpSkSIUKZzAhPq19yP,1 NGỦ+GÁC XÉP,22+6 gác,"4,300,000 đ","Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, 
thang máy, rác 200.000/phòng",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",303,Hoàng Mai,"Ảnh, video",1 NGỦ+GÁC XÉP,22+6 gác,"3,800,000 đ",Free tiền nhà đến m10/06,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
",,,,,,,,,,,,,,
9,"Số 11 ngách 11
ngõ 146 
Vương Thừa Vũ",403,Thanh Xuân,https://drive.google.com/drive/u/0/folders/1Fq2LPhOH9WZXg7fml87025tzma39XbIb,1 NGỦ+GÁC XÉP,"Sàn 26
Gác 8","5,400,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 11 ngách 11
ngõ 146 
Vương Thừa Vũ",702,Thanh Xuân,https://drive.google.com/drive/u/0/folders/1WcIhEXQ2WxBkQ2xgYzIXw9Ta-2jk2wGM,1 Khách 1 Ngủ,36m,"6,500,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",301,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,"Sàn 26
Gác 8","4,600,000 đ",,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
0967691507",,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",307,Hoàng Mai,"Ảnh, video",1 NGỦ+GÁC XÉP,24+6 gác,"4,600,000 đ",Tặng 1000k chuyển vào,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
",,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",508,Hoàng Mai,"Ảnh, video",1 NGỦ+GÁC XÉP,24+6 gác,"4,600,000 đ",Free tiền nhà đến m10/06,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
",,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",502,Hoàng Mai,"Ảnh, video",1 NGỦ+GÁC XÉP,26+6 gác,"4,700,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",31/10,,Full đồ như ảnh,"Bảo Chấn
","0934686094
0967691507",,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",204-306( fix),Hoàng Mai,https://drive.google.com/drive/folders/12L9orUrlOJRcVPJpSkSIUKZzAhPq19yP,1 NGỦ+GÁC XÉP,20+6 gác,"4,300,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
",Trống,,Full đồ như ảnh,"Bảo Chấn
",0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",304,Hoàng Mai,"Ảnh, video",1 NGỦ+GÁC XÉP,22+6 gác,"4,000,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/phòng
Không nuôi pet, tối đa ở 4, không xe điện, không người nước ngoài""",Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
0967691507",,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",604,Hoàng Mai,"Ảnh, video",1 NGỦ+GÁC XÉP,22+6 gác,"3,800,000 đ",Free tiền nhà đến m10/06,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
0967691507",,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",406,Hoàng Mai,"Ảnh, video",1 NGỦ+GÁC XÉP,22+6 gác,"3,800,000 đ",Tặng 1000k chuyển vào,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
0967691507",,,,,,,,,,,,,,
4,"Số 24 
ngõ 106 Cầu Giấy",602,Cầu Giấy,"Hình ảnh, video",1 NGỦ+GÁC XÉP,30+9 GÁC,"5,000,000 đ",Miễn phí tiền nhà đến 15/04,Có khách,,Full đồ như ảnh,Thịnh,0981074306,Căn đối tác,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",703,Hoàng Mai,https://drive.google.com/drive/folders/12L9orUrlOJRcVPJpSkSIUKZzAhPq19yP,1 NGỦ+GÁC XÉP,22+6 gác,"4,300,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",703,Hoàng Mai,https://drive.google.com/drive/folders/12L9orUrlOJRcVPJpSkSIUKZzAhPq19yP,1 NGỦ+GÁC XÉP,22+6 gác,"4,300,000 đ",,Có khách,,,,,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",401,Ba Đình,https://drive.google.com/drive/u/0/folders/154QQvYAQTLUgZfR-RGAQ0ZsF2ObJt1-j?sort=13&direction=a,1 Ngủ + 1 Gác,23,"4,000,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,Căn đối tác,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",408,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,700,000 đ",,Có khách,,,,,,,,,,,,,,,,,,
6,"Số 8  Ngách 56
Ngõ 63 
Trần Quốc Vượng (2)",401,Cầu Giấy,"Hình ảnh, video","1 Ngủ
1 Gác Xép","Sàn 26
Gác 8,4","5,500,000 đ","21.033563,105.785572",Có khách,,"Nệm, tủ quần áo, điều hòa, nóng lạnh, tủ lạnh, tủ bếp, bếp từ, hút mùi, sofa, máy giặt , rèm,giàn phơi",,,,,,,,,,,,,,,,
12,"Số 10 
ngõ 118 
Vương Thừa Vũ",305,Thanh Xuân,"Hình ảnh,video",Gác xép,26+7m gác,"5,500,000 đ",,Có khách,,"Đệm, tủ quần áo, điều hòa, nóng lạnh, tủ bếp, bàn làm việc,bàn ăn hút mùi, bồn rửa bát, sofa,máy giặt ",,,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",702,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,28,"4,800,000 đ",,Có khách,,"Đệm, tủ quần áo , điều hòa, nóng lạnh, tủ bếp,bàn ăn hút mùi, bồn rửa bát, sofa, máy giặt ",,,,,,,,,,,,,,,,
19,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",307,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,26,"4,800,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",403,Ba Đình,"Hình ảnh,video",1 NGỦ+GÁC XÉP,"25
7","4,300,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 52
Ngõ 173
 Hoàng Hoa Thám",704,Ba Đình,"Hình ảnh,video",1 NGỦ+GÁC XÉP,"25
7","4,500,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,Căn đối tác,,,,,,,,,,,,,
4,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",504,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,23,"4,300,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
1,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",701,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,26,"4,700,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
2,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",505,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,23,"4,500,000 đ",,18/10,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
19,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",508,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,26,"4,800,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",502,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,28,"4,500,000 đ",Free tiền nhà đến m10/06,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
0967691507",,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",502,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,28,"4,500,000 đ",Free tiền nhà đến m10/05,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
0967691507",,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",701,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,28,"4,500,000 đ",Free tiền nhà đến m10/05,Có khách,,Full đồ như ảnh,"Bảo Chấn
X9","0934686094
0967691507",,,,,,,,,,,,,,
7,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",204,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,000,000 đ","Tặng khách 1000k chuyển vào
",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",502,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,600,000 đ",,Có khách,,,,,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",704,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,300,000 đ","Tặng khách 1000k chuyển vào
",Có khách,,Full đồ như ảnh,,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",602,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,700,000 đ",,Có khách,,Full đồ như ảnh,,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",501,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,600,000 đ","Tặng khách 1000k chuyển vào
",Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",601,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,600,000 đ","Tặng khách 1000k chuyển vào
",Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",601,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,600,000 đ","Tặng khách 1000k chuyển vào
",Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
9,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",601,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,600,000 đ","Tặng khách 1000k chuyển vào
",Có khách,,Full đồ như ảnh,,,,,,,,,,,,,,,,
39,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",403,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,500,000 đ",,Có khách,,Full đồ như ảnh,,0934686094,,,,,,,,,,,,,,
28,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",302,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,500,000 đ","Tặng khách 1000k chuyển vào
Tặng CTV 300k khi chốt",Có khách,,Full đồ như ảnh,Bảo Chấn,,,,,,,,,,,,,,,
30,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",303,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,300,000 đ",Tặng 1000k chuyển vào,Có khách,,Full đồ như ảnh,Bảo Chấn,,,,,,,,,,,,,,,
31,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",305,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,000,000 đ","Tặng khách 1000k chuyển vào
Tặng CTV 300k khi chốt",Có khách,,Full đồ như ảnh,Bảo Chấn,,,,,,,,,,,,,,,
,"Số 48 
Ngõ 79 mễ trì thượng",404,Nam Từ Liêm,"Hình ảnh,video",1 NGỦ+ GÁC XÉP,24+6 GÁC,"4,500,000 đ","""Điện 4k/số
Nước 32k/1 khối
mạng 80k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 200k/ phòng",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,318 Đê La Thành,601,Đống Đa,"Hình ảnh,video","Studio
",26m2,"6,500,000 đ","Điện 4k/số
Nước 32k/1 khối
mạng 100k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 120.000/người
Không nuôi chó, tối đa ở 4, không xe điện, không người nước ngoài",,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,45i Ngõ 235 Yên Hoà,401,Cầu Giấy,https://drive.google.com/drive/folders/1NheUrysrnigZZsATh5JXSThWb-zDwpNo,2 Ngủ,38m2,"8,500,000","Điện 4k/số
Nước 32k/1 khối
mạng 100k/phòng
Dịch vụ khác: vệ sinh/điện chung, thang máy, rác 120.000/người
Không nuôi chó, tối đa ở 4, không xe điện, không người nước ngoài",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
40,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",201,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,24+6 gác,"4,500,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
2,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",306,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,500,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",305,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"3,800,000 đ","Tặng khách 1000k chuyển vào
Tặng CTV 300k khi chốt",Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
7,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",504,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,400,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
8,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",304,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,300,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
24,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",304,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"3,800,000 đ","Tặng khách 1000k chuyển vào
Tặng CTV 300k khi chốt",Có khách,,Full đồ như ảnh,Bảo Chấn,,,,,,,,,,,,,,,
25,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",603,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"3,800,000 đ","Tặng khách 1000k chuyển vào
Tặng CTV 300k khi chốt",Có khách,,Full đồ như ảnh,Bảo Chấn,,,,,,,,,,,,,,,
7,"Số 10 
Ngách 61 
Ngõ 88 Giáp Nhị",308,Hoàng Mai,"Hình ảnh,video",1 NGỦ+GÁC XÉP,22+6 gác,"4,700,000 đ",,Có khách,,Full đồ như ảnh,Bảo Chấn,0934686094,,,,,,,,,,,,,,
